topic,item,label,ldavis_number,text,response_dt
t_3,95,plan treatment faculty treatment_plan time finding note check,4,Next time I would be quicker with my testing by being more organized with a chart already prepared. I will also time the cold test lingering from the beginning. Thanks!,2021-06-23T21:01:58Z
t_5,2535,calculus area remove molar time tooth check miss,12,"Next time I will know how to deliver an IAN block! stretch the buccal mucosa, find the raphe and aim between the middle of your nail and the raphe. Have the carpule between the 2nd premolar and molar. thank you so much Dr. Campos!",2021-06-23T21:02:23Z
t_6,3129,patient thing time differently thing_differently appointment differently_time oral,17,establish a diagnosis prior to beginning with treatment and have patient practice the specific OHI back to me using a hand mirror and brush/ floss.,2021-06-23T21:11:56Z
t_12,1884,caries tooth time lesion confident remove identify stain,14,"Thanks for your help today! When prepping one of the cavities I was a little too conservative at first. There were some slightly stained areas that felt hard at first and were not flaking, but were still not as hard as the surrounding dentin and enamel so I had to go slightly deeper",2021-06-23T21:16:59Z
t_3,2632,plan treatment faculty treatment_plan time finding note check,4,Being more confident about exam findings!,2021-06-23T21:25:14Z
t_5,2280,calculus area remove molar time tooth check miss,12,"There was some remaining calculus on the mesial of 25. Next time, I will check more carefully with an explorer and use area specific instruments for best access. This patient definitely had the most calculus I have seen yet, so an emphasis on the finer details of scaling may have led to a better outcome.",2021-06-23T21:36:09Z
t_4,1355,restoration composite margin time tooth prep contact make,9,I took a while while finishing the margins with the flame bur on the lingual side of the restoration. I was having a hard time orienting myself so that I could visualize the margin and the bur. Can you give me some advice on how I should sit and/or orient myself?,2021-06-23T21:37:33Z
t_11,3608,time work appointment efficient exam fast clean speed,1,"I would've liked to call perio over sooner, I think this was a good thought and I should have thought about it before Dr. Munshey said it because the patient hadn't seen a dentist or gotten a cleaning in a long time.",2021-06-23T22:10:27Z
t_5,2873,calculus area remove molar time tooth check miss,12,Get better at utilizing the explorer to feel for remaining calculus.,2021-06-23T23:47:25Z
t_4,1770,restoration composite margin time tooth prep contact make,9,Don't be afraid to use the flame needle bur to get into the biological width and smooth the margins.,2021-06-23T23:48:39Z
t_11,1388,time work appointment efficient exam fast clean speed,1,I think one of the things that I should work on is doing this without an assistant quicker. Today I had no assistant and it slowed me down so I went over time a bit. I also think that for this particular case it would help me to have more knowledge on implants and the process of bone grafting.,2021-06-24T00:28:59Z
t_8,2393,time impression crown make material bite prep patient,11,I think I need to learn more about creating a bite splint before our next appointment. I am going to try to use the 3D scanner but I think I need to be prepared to also do it the more traditional way just to make sure this patient gets a well made occlusal guard.,2021-06-24T00:31:19Z
t_12,1925,caries tooth time lesion confident remove identify stain,14,For my first occlusal restoration I think that this went well. I think I need to build some confidence in recognizing caries from sound enamel. I think the outline shape was good will smooth floors but I need to better understand how much room I have to remove caries without hitting the pulp because that is what makes me nervous.,2021-06-24T00:37:32Z
t_12,1397,caries tooth time lesion confident remove identify stain,14,I tried using the brush to remove stains for the denture but pumice helped a lot. I could have saved some time doing pumice in first place,2021-06-24T00:39:38Z
t_3,3514,plan treatment faculty treatment_plan time finding note check,4,"I would have saved some time if I was organized with everything but since it was emergency patient and I didnt know what to expect, so I couldnt prepare myself in advance.",2021-06-24T00:42:43Z
t_8,2808,time impression crown make material bite prep patient,11,I would try to use hemodent while placing cord for my future composite restorations.,2021-06-24T02:18:06Z
t_4,816,restoration composite margin time tooth prep contact make,9,Improve positioning to better visualize the prep,2021-06-24T02:36:27Z
t_4,863,restoration composite margin time tooth prep contact make,9,"One thing I would like to do differently is get a better interproximal contour/ avoid the ledging that occurred on the cervical margin. The caries was right at the gum line and the adjacent tooth (#13) has a large fracture so it was difficult to build up this contour on this part of the tooth. I used a sectional matrix since we accessed the caries from the facial surface of the tooth, but without much tooth structure on #13, it was difficult to keep this matrix in place.",2021-06-24T02:43:48Z
t_2,1306,patient tooth treatment option crown discuss pt time,5,Interpret the x-ray better to better evaluate future treatment options for the patient.,2021-06-24T04:15:20Z
t_7,1932,dr learn today patient appointment great experience work,10,"Next time, I would like to be more prepared when discussing treatment plans with my patients. As Dr. Migdal stated, clinic time is VALUABLE... plan should be prepared beforehand.",2021-06-24T11:51:47Z
t_9,1792,perio probe patient chart perio_chart periodontal area time,8,"Next time, I would like to recognize periodontal findings that are not within normal limits more easily.",2021-06-24T11:55:44Z
t_4,1960,restoration composite margin time tooth prep contact make,9,"I thought I did a good job with isolation considering it was a challenging case, I was glad I closed the margins and I think now I know how to better differentiate between bulk of composite and an open margin when it is subg",2021-06-24T13:34:38Z
